htid,year,bib_fmt,stratum,title,description
mdp.39015000374754,1969,BK,book,Robert Browning and his world.,v.2
mdp.39015028547910,1969,BK,book,Robert Browning and his world.,v.1
mdp.39015009139588,1969,BK,book,Robert Browning and his world.,v.2
mdp.39015009048425,1969,BK,book,Robert Browning and his world.,v.1 1967
uc1.b3553519,1962,BK,book,Robert Browning and the Babylonian Woman,
rul.39030014239091,1934,BK,book,Robert Browning as a dramatist / Albert T. Puntney.,
mdp.39015064857405,1932,BK,book,Robert Browning through French eyes.,
uc1.b3315400,1942,BK,book,"Robert Browning's Pied piper of Hamelin, arranged as a choral drama by Agnes Curren Hamm.",
mdp.39015023472387,1969,BK,book,Robert Browning's father: his way with a book / An account of annotations made by Browning's father in his copy of John Landseer's Lectures on the art of engraving delivered at the Royal Institution of Great Britain. -,
mdp.39015037385062,1947,BK,book,Robert Browning's finances from his own account book.,
mdp.39015012431519,1967,BK,book,"Robert Browning's moral-aesthetic theory, 1833-1855 / by Thomas J. Collins.",
uc1.b4592532,1977,BK,book,"Robert Browning, a Shelley Promethean / Paul A. Cundiff.",
mdp.39015018882319,1977,BK,book,"Robert Browning, a Shelley Promethean / Paul A. Cundiff.",
mdp.39015001345936,1932,BK,book,Robert Browning.,
wu.89001266279,1970,BK,book,Robert Browning.,
iau.31858005665751,1970,BK,book,Robert Browning.,
hvd.32044086847266,1973,BK,book,Robert Browning.,
uc1.b4937904,1974,BK,book,Robert Browning.,
mdp.39015009290563,1974,BK,book,Robert Browning.,
mdp.39015019375909,1974,BK,book,Robert Browning.,
uc1.b4313637,1953,BK,book,"Robert Browning: a bibliography, 1830-1950; compiled by Leslie Nathan Broughton, Clark Sutherland Northup [and] Robert Pearsall.",
uc1.b3578897,1953,BK,book,"Robert Browning: a bibliography, 1830-1950; compiled by Leslie Nathan Broughton, Clark Sutherland Northup [and] Robert Pearsall.",
mdp.39015009304356,1966,BK,book,Robert Browning: a collection of critical essays.,
mdp.39076006221951,1973,BK,book,Robert Browning: a study of his poetry.,
wu.89001267442,1973,BK,book,"Robert Browning: chief poet of the age, by William G. Kingsland.",
hvd.hwajst,1974,BK,book,"Robert Browning: the thoughts of a poet on art and faith, a lecture delivered to the Birmingham Central Literary Association, March 27th, 1885, by Howard S. Pearson.",
uc1.31822004444287,1970,BK,book,Robert Browning; essays and thoughts / by John T. Nettleship,
mdp.39015002672510,1974,BK,book,"Robert and Elizabeth Barrett Browning : an annotated bibliography, 1951-1970 / by William S. Peterson.",
uc1.b4534808,1978,BK,book,Robots on your doorstep (a book about thinking machines) / Nels Winkless and Iben Browning ; with an introd. by John Peers.,
mdp.39015002053083,1978,BK,book,Robots on your doorstep (a book about thinking machines) / Nels Winkless and Iben Browning ; with an introd. by John Peers.,
mdp.39015006048121,1949,BK,book,Round-shot to rockets; a history of the Washington Navy Yard and U. S. Naval Gun Factory.,
umn.31951p00323833k,1965,BK,book,Rules for the inspection of army revolvers and gatling guns / prepared under the direction of J.G. Benton by J.P. Farley.,
mdp.39015002996257,1973,BK,book,"Rural Santo Domingo: settled, unsettled, and resettled / [by] Marlin D. Clausner.",
uc1.b4245398,1973,BK,book,"Rural Santo Domingo: settled, unsettled, and resettled / [by] Marlin D. Clausner.",
pst.000000369862,1976,BK,book,Rural public welfare / Grace Browning.,
uc1.b4929958,1979,BK,book,"Russian romantic prose : an anthology : containing tales by Alexander Pushkin, Nikolai Gogol, Orest Somov, Vladimir Odoevsky, Alexander Veltman, Mikhail Lermontov, Count Vladimir Sollogub, Alexander Bestuzhev-Marlinsky / with translations by David Lowe ... [et al.] ; edited by Carl R. Proffer.",
mdp.39015008203542,1979,BK,book,"Russian romantic prose : an anthology : containing tales by Alexander Pushkin, Nikolai Gogol, Orest Somov, Vladimir Odoevsky, Alexander Veltman, Mikhail Lermontov, Count Vladimir Sollogub, Alexander Bestuzhev-Marlinsky / with translations by David Lowe ... [et al.] ; edited by Carl R. Proffer.",
uc1.31970018412897,1975,BK,book,"SB 650 firearms : [hearing] / Senate Committee on Judiciary, California Legislature",
nyp.33433008656419,1977,BK,book,"SN00 aMid-Atlantic economic development region : b prospectus for development : bchallenges and opportunities for the mid-Atlantic region : ban application for designation under the provisions of PL 94-188.00, as a Title V Regional Action Planning Commission / cDelaware, Pierre du Pont, Governor; Ma",
mdp.39015081364864,1953,BK,book,SOME STUDIES IN THE SHORTER POEMS OF ROBERT BROWNING: STYLISTIC INTERPRETATIONS.,
pst.000030138469,1968,BK,book,"Safari; Pan Am's guide to hunting with gun and camera round the world / by Charles A. Cabell, III and David St. Clair.",
mdp.39015073497458,1951,BK,book,Sagas of struggle : a labor anthology / selected by Samuel Colton ; drawings by Raymond Zalstein.,
uiug.30112003471361,1935,BK,book,"Sailor of fortune; adventures of an Irish sailor, soldier, pirate, pearl-fisher, gun-runner, rebel and Antarctic explorer, by Charles John McGuinness ...",
mdp.39015042874902,1952,BK,book,Samuel Colt : a man and an epoch / by Martin Rywell.,
uva.x000895399,1961,BK,book,"Samuel Colt presents: a loan exhibition of presentation percussion Colt firearms, Wadsworth Atheneum, Hartford, 3 November 1961 to 14 January 1962. Pref. by C. C. Cunningham; foreword by John S. duMont; catalogue by R. L. Wilson.",
uc1.31210010912176,1974,BK,book,Samuel Colt's submarine battery : the secret and the enigma [by] Philip K. Lundeberg.,
mdp.39015023177739,1974,BK,book,Samuel Colt's submarine battery : the secret and the enigma [by] Philip K. Lundeberg.,
wu.89059409300,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",v.1 1860-1862
wu.89059409334,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",v.2 1862-1863
wu.89059409367,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",v.3 1863-1865
uva.x004884605,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",V.2
uva.x000391166,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",V.3
uva.x001124048,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",V.1
mdp.39015019956187,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",v.2
mdp.39015019101180,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",v.1
mdp.39015019101172,1969,BK,book,"Samuel Francis Du Pont; a selection from his Civil War letters, edited by John D. Hayes.",v.3
uc1.b3923967,1968,BK,book,"Santayana on America; essays, notes, and letters on American life, literature, and philosophy. Edited and with an introd. by Richard Colton Lyon.",
uc1.$b243679,1961,BK,book,Saturday lunch with the Brownings; stories.,
mdp.39015053616507,1961,BK,book,Saturday lunch with the Brownings; stories.,
uiug.30112124386399,1951,BK,book,"Scattergunning; a book on hunting the feathered game of North America, describing the habits of the different species during the gunning seasons, methods of hunting, and guns and ammunition used. With decorations by William J. Schaldach.",
uva.x000004637,1977,BK,book,Science of education and the psychology of the child / Jean Piaget ; translated from the French by Derek Coltman.,
mdp.39015013962132,1970,BK,book,Science of education and the psychology of the child / Translated from the French by Derek Coltman.,
mdp.39015040128475,1970,BK,book,Science of education and the psychology of the child / Translated from the French by Derek Coltman.,
uc1.b4165976,1970,BK,book,Science of education and the psychology of the child / Translated from the French by Derek Coltman.,
mdp.39015024214648,1970,BK,book,Science of education and the psychology of the child / Translated from the French by Derek Coltman.,
uva.x004026065,1949,BK,book,Second differentials of functions in exterior ballistics.,
umn.31951001317827r,1979,BK,book,"Selected proceedings of the 1978 Science Fiction Research Association National Conference / editor, Thomas J. Remington ; associate editor, James Bittner ; assistant editors, Frank Downes [and others].",
pst.000033274867,1969,BK,book,Selected readings in American national government / edited by Jung-Gun-Kim [and] James C. Dixon.,
mdp.39015017572119,1959,BK,book,"Selected topics on ballistics, Cranz Centenary Colloquium, University of Freiburg, Freiburg/Br., West Germany / editor: Wilbur C. Nelson.",
mdp.39015039878973,1959,BK,book,"Selected topics on ballistics, Cranz Centenary Colloquium, University of Freiburg, Freiburg/Br., West Germany / editor: Wilbur C. Nelson.",
mdp.39015000966047,1975,BK,book,Semiconductor circuits: linear and digital / [by] Marlin P. Ristenbatt.,
mdp.49015001052167,1974,BK,book,"Sentencing: the decision as to type, length, and conditions of sentence / by Robert O. Dawson. Frank J. Remington: editor.",
uc1.b3688024,1968,BK,book,Sermons from the ammunition hatch of the Ship of fools : 1959-1968 / Hans Juergensen,
uc1.b4582855,1968,BK,book,Sermons from the ammunition hatch of the Ship of fools : 1959-1968 / Hans Juergensen,
mdp.39076006248244,1980,BK,book,"Serving handicapped students / Hazel Z. Sprandel, Marlin R. Schmidt, guest editors.",
uc1.l0091502708,1974,BK,book,Shakespeare and the Bible : parallel passages and passages suggested by the Bible with the religious sentiments of Shakespeare / by G. Q. Colton ; with an introduction by Rev Robert Collyer.,
wu.89058353095,1964,BK,book,Shaping the spirit of America; articles from Harper's and Century magazines recalling events and times that helped determine the present national image of the United States of America. Compiled by Thomas C. Jones. Color reproductions of paintings by Frederic Remington and Winslow Homer.,
mdp.39015000225451,1965,BK,book,Shelley and Browning: a myth and some facts / by Frederick A. Pottle. With a foreword by William Lyon Phelps.,
wu.89001028844,1977,BK,book,"Shelley, the man and the poet : being a reprint of the introductory essay prefixed to (twenty-five spurious) Letters of Percy Bysshe Shelley, published by Edward Moxon in 1852 / by Robert Browning.",
nyp.33333024226033,1944,BK,book,"Shipmates in white; navy nurses on sea duty, by Jean Dupont Miller.",
uiug.30112047086977,1956,BK,book,Shooting and firearms education; instructors guide.,
uc1.$b68558,1938,BK,book,"Shotgun psychology. Theory and practice regarding shotguns, their construction and functioning, and how to learn to shoot them correctly. [By] Lawrence B. Smith <Lon Smith>",
cub.p101012016007,1952,BK,book,Shotgun wedding : a howlarious hillbilly comedy in one act / by Ned Albert [i.e. Wilbur Braun],
uva.x000316986,1965,BK,book,"Shotguns and shooting, by E. S. McCawley, Jr.",
nyp.33433078508219,1950,BK,book,Shotguns by Keith.,
osu.32435064820178,1950,BK,book,Signal guns at Sunup / John Jo Carpenter.,
uc1.31210007553736,1962,BK,book,"Silver, sex and six guns : Tombstone saga of the life of Buckskin Frank Leslie. ; a story of Tombstone's early gunmen / compiled from the files of the Tombstone epitaph, in the words of its early editors.",
nyp.33433007160108,1950,BK,book,Simplified pistol ad revolver shooting; illustrated with line drawings by Sanford Strother.,
mdp.39015001383135,1950,BK,book,"Simplified rifle shooting / Charles Edward Chapel, illustrated with line drawings by Sanford Strother.",
hvd.hn3dvx,1943,BK,book,Singing guns [by] Max Brand [pseud.],
wu.89090342197,1947,BK,book,Single-shot rifles / by James J. Grant.,
mdp.39015002230053,1975,BK,book,Six guns and society : a structural study of the Western / by Will Wright.,
mdp.35112104281763,1955,BK,book,Six-gun and silver star.,
ppt.ssfcbz201808000139,1970,BK,book,Six-gun planet / by John Jakes.,
inu.30000128783325,1954,BK,book,"Six-guns and saddle leather; a bibliography of books and pamphlets on western outlaws and gunmen, compiled by Ramon F. Adams.",
yul.11727381_000_00,1972,BK,book,Smack! By the editors of Ramparts magazine and Frank Browning.,
rul.39030011339654,1972,BK,book,"Small arms ammunition at the International Exposition, Philadelphia, 1876 / Berkley R. Lewis.",
uva.x001897316,1956,BK,book,Small arms and ammunition in the United States service (with 52 plates) / by Berkeley R. Lewis.,
umn.31951000552446y,1963,BK,book,"Small arms makers ; a directory of fabricators of firearms, edged weapons, crossbows, and polearms.",
mdp.39015012305127,1957,BK,book,Smith & Wesson revolvers; the pioneer single action models.,
mdp.39015027589046,1938,BK,book,Social case records: family welfare / edited by Elizabeth S. Dixon and Grace Browning.,
uc1.$b350399,1938,BK,book,Social case records: family welfare / edited by Elizabeth S. Dixon and Grace Browning.,
mdp.39015002664517,1973,BK,book,Socio-economic systems and principles / Edited by William G. Vogt and Marlin H. Mickle. Guest editor: H. E. Hoelscher. Associate editors: Carl Beck [and others],
pst.000005387342,1979,BK,book,Soil classification in the United States / Marlin G. Cline.,
uc1.c2946439,1960,BK,book,Some aspects of American and Indonesian fiscal and monetary policies : a comparative study / by Johannes Baptista Sumarlin.,
coo.31924001693161,1943,BK,book,"Some morphological and anatomical investigations on the flowers of the genus Potamogeton. Variation in stone cells in ""seed"" coats of different species of the genus Najas. By Natalie Browning Whitford.",
uc1.$b116710,1945,BK,book,"Son-of-a-gun stew, a sampling of the Southwest; edited by Elizabeth Matchett Stover; foreword by John William Rogers, illustrations by Harold D. Bugbee.",
pst.000005756148,1969,BK,book,Song of a woods colt : poetry.,
uc1.32106001926044,1977,BK,book,Sonnets from the Portuguese / Elizabeth Barrett Browning.,
mdp.39015001449688,1932,BK,book,Sonnets from the Portuguese / by Elizabeth Barrett Browning.,
mdp.39015004248426,1977,BK,book,Sordello / Robert Browning ; edited by Morse Peckham.,
mdp.39015016754411,1956,BK,book,Sound of the guns; the story of American artillery from the ancient and honorable company to the atom cannon and guided missile.,
coo.31924001887417,1976,BK,book,South Pacific birds / by John E. duPont ; ill. by George Sandström.,
umn.31951002002862x,1937,BK,book,Spanish pesos : a western story / William Colt MacDonald.,
mdp.39015074134175,1933,BK,book,"Specialization of verbal facility at the college entrance level; a comparative study of scientific and literary vocabularies / by Warren George Findley ... Professor Henry A. Ruger, sponsor.",
uc1.b4390647,1979,BK,book,"Speech communication and theater arts : a classified bibliography of theses and dissertations, 1973-1978 / Merilyn D. Merenda and James W. Polichak ; with an introd. by Arthur N. Kruger.",
mdp.49015000774902,1969,BK,book,"St. Anne and the gouty rector, and other plays / by Henri Ghéon and Henri Brochet ; translated by Marcus Selden Goldman & Olive Remington Goldman.",
uc1.$b703786,1950,BK,book,"St. Anne and the gouty rector, and other plays, by Henri Ghéon and Henri Brochet. Translated by Marcus Selden Goldman & Olive Remington Goldman.",
uc1.b3751384,1950,BK,book,"St. Anne and the gouty rector, and other plays, by Henri Ghéon and Henri Brochet. Translated by Marcus Selden Goldman & Olive Remington Goldman.",
mdp.39015054028033,1967,BK,book,"Stage fight: swords, firearms, fisticuffs, and slapstick / Introd. by Laurence Olivier.",
mdp.39015000673023,1972,BK,book,"Standards relating to the urban police function / Recommended by the Advisory Committee on the Police Function. Frank J. Remington, chairman. Herman Goldstein, reporter; Sheldon Krantz, reporter. Tentative draft.",
umn.31951d016981217,1978,BK,book,"State park system plan for South Dakota / prepared by the Division of Parks and Recreation ; Lowen Schuett, director, David A. Kruger, division staff specialist, David L. Anderson, resource staff specialist.",
rul.39030031808738,1974,BK,book,State police ammunition.,
mdp.39015053931005,1963,BK,book,"Statistical methods / Herbert Arkin, Raymond R. Colton.",
uc1.b4539463,1960,BK,book,"Statistical methods [as applied to economics, business psychology, education, and biology. Keyed to standard textbooks. By Herbert Arkin [and] Raymond R. Colton.",
uc1.b4513827,1970,BK,book,Statistics in endocrinology; proceedings. Edited by Janet W. McArthur and Theodore Colton,
mdp.39015000836190,1974,BK,book,Statistics in medicine / Theodore Colton.,
mdp.39015023428819,1970,BK,book,Statistics with applications to the biological and health sciences / [by] Richard D. Remington [and] M. Anthony Schork.,
mdp.39015003820480,1970,BK,book,Statistics with applications to the biological and health sciences / [by] Richard D. Remington [and] M. Anthony Schork.,
mdp.39015009862874,1970,BK,book,Statistics with applications to the biological and health sciences / [by] Richard D. Remington [and] M. Anthony Schork.,
mdp.39015016577796,1967,BK,book,"Store days: documents from The store, 1961, and Ray Gun Theater, 1962 / selected by Claes Oldenburg and Emmett Williams. Photos. by Robert R. McElroy.",
uiug.30112110271373,1962,BK,book,"Stories from Italy, by Edward W. Dolch and Marguerite P. Dolch. Illustrated by Colleen Browning.",
uc1.b4433095,1965,BK,book,Strange marriage. [By] James Colton [pseud.],
mdp.39015054504736,1979,BK,book,"Studies in Victorian verse drama : an appraisal of the poetic plays of Browning, Tennyson and other Victorians / by Virendra Sharma.",
inu.32000003477389,1972,BK,book,Studies in the poetry of Robert Browning.,
wu.89011024270,1976,BK,book,Studies on the excitable membrane of Paramecium aurelia / by Jeffrey Lee Browning.,
uc1.$c124290,1937,BK,book,"Study of the transportation of cement in sacks between Colton, Crestmore, Victorville, Oro Grande, Monolith, Los Angeles and Wingfoot, to points in southern California. Case no. 3981, case no. 4071, application no. 21172.",
pst.000004155157,1967,BK,book,"Submachine guns, caliber .45, M3 and M3A1. / With introduction by Donald B. McLean.",
mdp.39015014199577,1941,BK,book,Sunset gun; poems.,
mdp.39015004397637,1978,BK,book,Survey of medical technology / Roger W. Coltey.,
mdp.39015004432558,1963,BK,book,Tables for statisticians / [by] Herbert Arkin and Raymond R. Colton.,
coo.31924003448283,1931,BK,book,Tales of rod and gun; a collection of the best American hunting and fishing stories.,
uc1.$b85183,1966,BK,book,Talleyrand's last duchess. Trans. from the French by Derek Coltman.,
mdp.39015026132202,1966,BK,book,Talleyrand's last duchess. Trans. from the French by Derek Coltman.,
mdp.39015031804373,1971,BK,book,Teaching inefficient learners / by Wineva Montooth Grzynkowicz. With a contribution by Frances Marling.,
uc1.b4384405,1973,BK,book,"Teilhard de Chardin: in quest of the perfection of man. An international symposium, edited and compiled by Geraldine O. Browning, Joseph L. Alioto [and] Seymour M. Farber.",
mdp.39015001550600,1973,BK,book,"Teilhard de Chardin: in quest of the perfection of man. An international symposium, edited and compiled by Geraldine O. Browning, Joseph L. Alioto [and] Seymour M. Farber.",
coo.31924070371301,1949,BK,book,"Testimony of Crawford H. Greenewalt, President E. I. du Pont de Nemours and Co. : before the Special Subcommittee on Study of Monopoly Power, Committee on the Judiciary, House of Representatives, U. S., November 15, 1949, Washington, D.C.",
umn.31951001963637g,1950,BK,book,Texans with guns.,
uva.x000608245,1970,BK,book,"Texans, guns & history.",
nyp.33433008652939,1944,BK,book,"Textbook of automatic pistols; being a treatise on the history, development and functioning of the modern military self-loading pistol, its special ammunition, and their evolvement into the sub-machine gun, together with a supplementing chapter on the light machine gun. 1884-1935. By R. K. Wilson.",
mdp.39015006437217,1979,BK,book,"Textbook of oral and maxilliofacial surgery / edited by Gustav O. Kruger ; art editor, B. John Melloni.",
mdp.39015007421582,1974,BK,book,Textbook of oral surgery / Edited by Gustav O. Kruger. Art editor: B. John Melloni.,
mdp.39015000270887,1974,BK,book,Textbook of oral surgery / Edited by Gustav O. Kruger. Art editor: B. John Melloni.,
osu.32435016070781,1969,BK,book,The 1886 machine gun manual.,
uc1.31822011682820,1976,BK,book,The 2nd bronze world of Frederic Remington / by Bruce Wear,
inu.39000005932475,1973,BK,book,"The ABC books of the Pennsylvania Germans [by] Walter Klinefelter. Abraham Harley Cassel, nineteenth century Pennsylvania German American book collector [by] Marlin L. Heckman. Marriages performed at the Evangelical Lutheran Church of the Holy Trinity, 1748-1767 [by] Fritz Braun and Frederick S. Wei",v.7
osu.32435016874455,1933,BK,book,The American gun mystery : [Death at the rodeo] ; a problem in deduction / by Ellery Queen.,
mdp.39015027968745,1933,BK,book,The American gun mystery <death at the rodeo> a problem in deduction / by Ellery Queen.,
nyp.33433102454661,1944,BK,book,The American rifle for hunting and target shooting / by C.E. Hagie.,
wu.89041978263,1950,BK,book,"The Antiques book; outstanding, authoritative articles on ceramics, furniture, glass, silver, pewter, architecture, prints and other collecting interests. Edited by Alice Winchester and the staff of the magazine Antiques.",
inu.39000005819680,1950,BK,book,"The Antiques book; outstanding, authoritative articles on ceramics, furniture, glass, silver, pewter, architecture, prints and other collecting interests. Edited by Alice Winchester and the staff of the magazine Antiques.",
mdp.39015006787058,1973,BK,book,"The Antiques guide to decorative arts in America, 1600-1875 / With an introd. by Alice Winchester. Illustrated with 192 drawings by Pauline W. Inman and 434 photos.",
inu.30000001673635,1959,BK,book,"The Antiques treasury of furniture and other decorative arts at Winterthur, Williamsburg, Sturbridge, Ford Museum, Cooperstown, Deerfield [and] Shelburne / Edited by Alice Winchester and the staff of Antiques magazine.",
mdp.39015014256955,1959,BK,book,"The Antiques treasury of furniture and other decorative arts at Winterthur, Williamsburg, Sturbridge, Ford Museum, Cooperstown, Deerfield [and] Shelburne. / edited by Alice Winchester and the staff of Antiques magazine.",
mdp.39015014090842,1959,BK,book,"The Antiques treasury of furniture and other decorative arts at Winterthur, Williamsburg, Sturbridge, Ford Museum, Cooperstown, Deerfield [and] Shelburne. / edited by Alice Winchester and the staff of Antiques magazine.",
mdp.39015025117543,1979,BK,book,"The Armstrong Browning Library, Baylor University, Waco Texas.",
ien.35556003831955,1979,BK,book,"The BATF's war on civil liberties : the assault on gun owners / Task Force to Investigate the Enforcement Policies of the Bureau of Alcohol, Tobacco and Firearms ; David Hardy, project director.",
uc1.$b440969,1965,BK,book,The Browning critics [by] Boyd Litzinger and K.L. Knickerbocker.,
mdp.39015046414713,1965,BK,book,The Browning critics [by] Boyd Litzinger and K.L. Knickerbocker.,
mdp.39015066052773,1965,BK,book,The Browning critics [by] Boyd Litzinger and K.L. Knickerbocker.,
umn.31951002399074k,1932,BK,book,The Brownings ; a Victorian idyll.,
mdp.39015013311926,1978,BK,book,The Brownings' correspondence : a checklist / compiled by Philip Kelley and Ronald Hudson.,
uc1.b3484142,1978,BK,book,The Brownings' correspondence : a checklist / compiled by Philip Kelley and Ronald Hudson.,
mdp.39015001449985,1970,BK,book,"The Brownings, letters and poetry / Selected and with an introd. by Christopher Ricks. Illus. by Barnett I. Plotkin.",
uc1.b4239608,1969,BK,book,"The Buffalo Soldiers in the Indian Wars, by Fairfax Downey. Illustrated with old Remington prints and line drawings by Harold James.",
uva.x000217782,1980,BK,book,The Byzantine Empire / Robert Browning.,
pst.000027492406,1980,BK,book,The Byzantine Empire / Robert Browning.,
mdp.39015020751866,1980,BK,book,The Byzantine Empire / Robert Browning.,
uc2.ark:/13960/t4pk07f34,1966,BK,book,"The Colt Press : Jane Bissell Grabhorn ; tape-recorded interview conducted by Ruth Teiser in December, 1965. Regional Oral History Office, the Bancroft Library, University of California, Berkeley, Calif., 1966 : and related material,",
txu.059173026952130,1977,BK,book,"The Colthurst journal : journal of a special magistrate in the islands of Barbados and St. Vincent, July 1835-September 1838 / edited by Woodville K. Marshall.",
uiug.30112002411368,1972,BK,book,The Corps of Engineers : construction in the United States / by Lenore Fine and Jesse A. Remington.,v.6 PT.6 V.3(1972)
osu.32435016730582,1972,BK,book,The Corps of Engineers : construction in the United States / by Lenore Fine and Jesse A. Remington.,
wu.89062874714,1979,BK,book,The Cross connections : about the families of Cross-Cannon-Givens-Hope-Marlett-McGuire-Stout with marriages to the Baileys-Cecil-Dunn-Humphries-Brooks and Browning families / by Nadeen Cross Marlett.,
rul.39030019181686,1934,BK,book,The Du Pont Company and munitions.,
cub.p101241503011,1935,BK,book,The Du Pont dynasty / by John K. Winkler.,
uc1.31210007271768,1959,BK,book,"The Earps of Tombstone; the truth about the OK Corral gun fight and other events in which Wyatt Earp and his brothers participated. This is the story, compiled from the files of the Tombstone epitaph for the years 1880-81-82, as told by this newspapers's early editors. By Douglas D. Martin.",
umn.31951001846637k,1976,BK,book,The Emperor Julian / Robert Browning.,
uc1.32106015277020,1976,BK,book,The Emperor Julian / Robert Browning.,
mdp.39015000851678,1973,BK,book,The Expanded role of the nurse / compiled by Mary H. Browning and Edith P. Lewis.,
uc1.31822035086172,1934,BK,book,"The Gun Club cook book, or, A culinary code for appreciative epicures : being a discussion of the methods and procedures of cooking, together with observations on kitchen usages, and including many receipts from many lands / by Charles Browne ; illustrations by Leonard Holton",
osu.32435016592248,1931,BK,book,"The Gun club cook book; or, A culinary code for appreciative epicures; being a discussion of the methods and procedures of cooking, together with observations on kitchen usages, and including many receipts from many lands, by Charles Browne ... illustrations by Leonard Holton.",
nyp.33433007160975,1954,BK,book,The Hi-Standard pistol guide.,v. 1
inu.32000004797033,1966,BK,book,"The Indians of Colta : essays on the Colta Lake zone, Chimborazo (Ecuador) / editor, Eileen Maynard.",
nyp.33433038588194,1962,BK,book,The Lee-Enfield rifle.,
pst.000023164734,1976,BK,book,The Lewis gun / J. David Truby.,
mdp.39076000851555,1968,BK,book,"The London stage, 1747-1776 : a critical introduction / George Winchester Stone.",
uc1.31158001522027,1969,BK,book,"The Magna charta barons and their American descendants, together with the pedigrees of the founders of the Order of Runnemede deduced from the sureties for the enforcement of the statutes of the Magna charta of King John, by Charles H. Browning.",
uc1.b4446468,1968,BK,book,The Marlin compound; letters of a singular family.,
wu.89062852512,1968,BK,book,The Marlin compound; letters of a singular family.,
mdp.39015020407071,1977,BK,book,"The Mouse Museum, the Ray Gun Wing : two collections, two buildings : an exhibition organized by the Museum of Contemporary Art, Chicago / by Claes Oldenburg.",
pst.000019975153,1980,BK,book,"The Official Sotheby Parke Bernet price guide to antiques and decorative arts / edited by Charles C. Colt, Jr.",
uiug.30112101467543,1977,BK,book,The Oregon sunbook / written for the Oregon Department of Energy by Hal Brown ; illustrated by Jerry Kruger.,
uc1.b4925122,1979,BK,book,The Parnasse fra Titon du Tillet and the origins of the monument to genius / Judith Colton.,
wu.89092485424,1977,BK,book,The Parti ouvrier socialiste révolutionnaire : a study of an attempt to synthesize syndicalism and socialism / by Marline Erina Pearson.,
mdp.49015000917972,1971,BK,book,The Pied Piper of Hamelin / Robert Browning ; illustrated by C. Walter Hodges.,
uc1.$b404059,1958,BK,book,The Pistol.,
uc1.b4211270,1955,BK,book,"The Prevention of disease in everyday practice, by Isadore Givner and Maurice Bruger and contributors.",
mdp.49015000736018,1977,BK,book,The Saturday night knife & gun club / B. P. Reiter.,
inu.39000005927806,1973,BK,book,"The Saturday night special, and other guns with which Americans won the West, protected bootleg franchises, slew wildlife, robbed countless banks, shot husbands purposely and by mistake, and killed presidents--together with the debate over continuing same. Illustrated by Julio Fernandez.",
uva.x000379892,1975,BK,book,"The Saturday night special, and other guns with which Americans won the West, protected bootleg franchises, slew wildlife, robbed countless banks, shot husbands purposely and by mistake, and killed presidents--together with the debate over continuing same. Illustrated by Julio Fernandez.",
mdp.39015021231678,1943,BK,book,"The Sharps rifle, its history, development and operation.",
nnc1.1002168049,1955,BK,book,The Texas pistol / James Keene.,
umn.31951000170351z,1979,BK,book,"The Use and potential of aquatic species for wastewater treatment. Appendix B, The environmental requirements of fish / by John Colt [and others] ; project officer, Cecil Martin.",
mdp.39015012990407,1962,BK,book,"The West of the Texas Kid, 1881-1910; recollections of Thomas Edgar Crawford, cowboy, gun fighter, rancher, hunter, miner / Edited and with an introd. by Jeff C. Dykes. With original drawings by Nick Eggenhofer.",
uc1.b4470662,1962,BK,book,"The West of the Texas Kid, 1881-1910; recollections of Thomas Edgar Crawford, cowboy, gun fighter, rancher, hunter, miner / Edited and with an introd. by Jeff C. Dykes. With original drawings by Nick Eggenhofer.",
uc1.$b364395,1975,BK,book,"The Winchester Psalter : iconographic sources and themes of the Virgin Mary, kingship and law / by Carol Uhlig Crown.",
mdp.39015001215592,1973,BK,book,"The Winchester troper, from mss. of the Xth and XIth centuries; with other documents illustrating the history of tropes in England and France / Edited by Walter Howard Frere. London, 1894. -",
mdp.39015014375060,1976,BK,book,The acts of King Arthur and his noble knights : from the Winchester manuscripts of Thomas Malory and other sources / by John Steinbeck ; edited by Chase Horton.,
nyp.33433007162534,1943,BK,book,"The amateur guncraftsman; a practical handbook for those who like guns, by James Virgil Howe ...",
inu.30000111968255,1963,BK,book,The angeleno / by John Winchester Stuart.,
mdp.39015006765534,1973,BK,book,The art of retouching / by Burrows & Colton. [Rev. by] J. P. Ourdan.,
umn.31951001848596y,1969,BK,book,The assassin who gave up his gun / [by] E. V. Cunningham.,
mdp.39015040642988,1970,BK,book,The attitudes of rhetoric / [by] Winston Weathers [and] Otis Winchester.,
osu.32435068627710,1958,BK,book,"The avenging gun, by J. L. Bouma.",
